excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
2815,AFRICA PLATFORM FOR SOCIAL PROTECTION ,2009,2000,,,,March,1,p,,2025-07-03 15:03:38.863000,Esther Leting,,,,,,,,
2816,GIRL KIND KENYA ,2024,2000,,,,December,1,,,2025-07-03 15:04:38.567000,Esther Leting,,,,,,,,
2817,CENTRE FOR GOVERNANCE AND CONFLICT PRESENTATION ,2024,2000,,,,December,1,,,2025-07-03 15:07:16.452000,Esther Leting,,,,,,,,
2818,MAISHA CHILD SUPPORT,2024,2000,,,,December,1,,,2025-07-03 15:10:08.014000,Esther Leting,,,,,,,,
2819,THE PEACE MAKER CORPS FOUNDATION KENYA ,2024,2000,,,,December,1,,,2025-07-03 15:11:05.670000,Esther Leting,,,,,,,,
2820,KENYA CHINESE CHAMBER OF COMMERCE,2024,2000,,,,December,1,,,2025-07-03 15:12:28.239000,Esther Leting,,,,,,,,
2821,EMAYIAN INTEGRATED DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-03 15:14:51.677000,Esther Leting,,,,,,,,
2822,INTERNATIONAL COMMITTEE FOR RELIEF AND DEVELOPMENT ,2024,2000,,,,December,1,,,2025-07-03 15:16:29.995000,Esther Leting,,,,,,,,
2823,CBM-CHRISTOFFEL BLINDENMISSION ,2024,2000,,,,December,1,1,,2025-07-03 15:17:57.223000,Esther Leting,,,,,,,,
2824,TUNEDEM FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-03 15:19:07.156000,Esther Leting,,,,,,,,
2825,HOPECO-KENYA,2024,2000,,,,December,1,1,,2025-07-03 15:20:25.327000,Esther Leting,,,,,,,,
2826,CENTRE FOR HEALTH SOLUTIONS - KENYA ,2024,2000,,,,December,1,1,,2025-07-03 15:21:40.420000,Esther Leting,,,,,,,,
2827,KENYA COMMUNITY SUPPORT CENTRE,2024,,,,,,,1,,2025-07-03 15:23:09.763000,Esther Leting,,,,,,,,
2828,KILIFI COUNTY ALLIANCE ,2024,,,,,,,1,,2025-07-03 15:24:02.653000,Esther Leting,,,,,,,,
2829,SERVANT FORGE ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-03 15:26:57.461000,Esther Leting,,,,,,,,
2830,NEHEMIAH'S RESTORATION ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-03 15:28:30.044000,Esther Leting,,,,,,,,
2831,INTEGRATED AID SERVICES ,2024,2000,,,,December,1,1,,2025-07-03 15:30:45.071000,Esther Leting,,,,,,,,
2832,DREAM DEVELOPMENT INITIATIVE,2024,2000,,,,December,1,,,2025-07-03 15:31:54.676000,Esther Leting,,,,,,,,
2833,I CHOOSE LIFE - AFRICA ,2024,2000,,,,December,1,1,,2025-07-03 15:32:56.348000,Esther Leting,,,,,,,,
2834,ALLEGY &STHMA ORGANIZATION OF KENYA ,2024,2000,,,,December,1,,,2025-07-03 15:36:03.109000,Esther Leting,,,,,,,,
2835,MARY'S MEALS KENYA,2024,2000,,,,December,1,1,,2025-07-03 15:39:40.759000,Esther Leting,,,,,,,,
2836,THE JUNIOR SHELTERS,2024,2000,,,,December,1,1,,2025-07-03 15:40:32.753000,Esther Leting,,,,,,,,
2837,COMMUNITIES EVERGREENING AFRICA ,2024,2000,,,,December,,,,2025-07-03 15:46:40.135000,Esther Leting,,,,,,,,
2838,OLIVE RIDLEY PROJECT - KENYA ,2024,2000,,,,December,1,1,,2025-07-03 15:47:49.612000,Esther Leting,,,,,,,,
2839,MAMA ISEGERE CHARITY ,2024,2000,,,,December,1,,,2025-07-03 15:49:12.729000,Esther Leting,,,,,,,,
2840,JUBILANT STEWARDS OF AFRICA ,2024,2000,,,,December,1,1,,2025-07-03 15:50:42.010000,Esther Leting,,,,,,,,
2841,ELMA BARNETT CHILDRENS CENTRE ,2024,2000,,,,December,1,1,,2025-07-03 16:00:11.355000,Esther Leting,,,,,,,,
2842,TWILIGHT FOUNDATION ,2024,2000,,,,December,1,,,2025-07-03 16:01:41.595000,Esther Leting,,,,,,,,
2843,DARAJA KENYA INITIATIVE,2024,2000,,,,December,1,,,2025-07-03 16:02:34.061000,Esther Leting,,,,,,,,
2844,AFRICAN CENTRE FOR CORRECTIVE AND PREVENTIVE ACTION ,2024,2000,,,,December,1,,,2025-07-03 16:06:26.740000,Esther Leting,,,,,,,,
2845,AGENCY FOR TECHNICAL COOPERATION AND DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-03 16:08:50.576000,Esther Leting,,,,,,,,
2846,ONELIFE AFRICA,2024,2000,,,,December,1,p,,2025-07-03 16:10:09.637000,Esther Leting,,,,,,,,
2847,MISSION SUSTAINABILITY IN AFRICA ,2024,2000,,,,December,1,1,,2025-07-03 16:12:16.637000,Esther Leting,,,,,,,,
2848,THE LUIGI FOOTPRINTS FOUNDATION ,2024,,,,,December,1,1,,2025-07-03 16:13:45.916000,Esther Leting,,,,,,,,
2849,SENSE INTERNATIONAL,2024,2000,,,,December,1,1,,2025-07-03 16:15:07.689000,Esther Leting,,,,,,,,
2850,HOPE FOUNDATION FOR AFRICAN WOMEN,2024,2000,,,,,1,1,,2025-07-03 16:17:07.669000,Esther Leting,,,,,,,,
2851,TUSAIDIANE HEALTHCARE AND RESEARCH INTERNATIONAL,2024,2000,,,,March,1,,,2025-07-03 16:18:09.941000,Esther Leting,,,,,,,,
2852,FAMILY FEDERATION FOR WORLD PEACE AND UNIFICATION ,2024,2000,,,,December,1,,,2025-07-03 16:19:39.678000,Esther Leting,,,,,,,,
2853,EMERGING LEADERS ,2024,2000,,,,December,1,,,2025-07-03 16:21:38.665000,Esther Leting,,,,,,,,
2854,GLOBAL CIVIC SHARING -INTERNATIONAL,2024,2000,,,,December,1,1,,2025-07-03 16:26:53.141000,Esther Leting,,,,,,,,
2855,LOCAL URBAN FORUM NETWOK/LUF NETWORK,2024,2000,,,,,1,,,2025-07-03 16:28:57.552000,Esther Leting,,,,,,,,
2856,GEORGE OYWER FOUNDATION ,2024,2000,,,,December,1,,,2025-07-04 09:02:22.731000,Esther Leting,,,,,,,,
2857,GETHSEMANE INTERNATIONAL AFRICA INC.,2024,2000,,,,December,1,1,,2025-07-04 09:04:31.161000,Esther Leting,,,,,,,,
2858,JOINT ENVIRONMENT AND CLIMATE ACTION ,2024,2000,,,,December,1,,,2025-07-04 09:12:19.590000,Esther Leting,,,,,,,,
2859,SOCIAL ECONOMIC RIGHTS &ADVOCACY CENTRE ,2024,2000,,,,March,1,,,2025-07-04 09:13:15.434000,Esther Leting,,,,,,,,
2860,CANAAN FOUNDATION ,2024,2000,,,,December,1,p,,2025-07-04 09:15:39.409000,Esther Leting,,,,,,,,
2861,DANISH REFUGEE COUNCIL,2024,2000,,,,December,1,1,,2025-07-04 09:16:51.031000,Esther Leting,,,,,,,,
2862,LEAN ON ME FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-04 09:17:53.528000,Esther Leting,,,,,,,,
2863,LATA NETWORK FOUNDATION ,2024,2000,,,,December,1,,,2025-07-04 09:20:03.988000,Esther Leting,,,,,,,,
2864,KOREAN KENYA CHAMBER OF COMMERCE,2024,2000,,,,December,1,,,2025-07-04 09:21:47.662000,Esther Leting,,,,,,,,
2865,PRACTICAL ACTION ,2024,2000,,,,December,1,1,,2025-07-04 09:23:41.154000,Esther Leting,,,,,,,,
2866,GREEN NORTHEASTERN INITIATIVE,2024,2000,,,,December,,,,2025-07-04 09:27:35.389000,Esther Leting,,,,,,,,
2867,AFRICAN CENTER FOR HOPE & INITIATIVE EVERYWHERE,2024,2000,,,,March,1,,,2025-07-04 09:28:31.418000,Esther Leting,,,,,,,,
2868,ATEK COMMUNITY RESILIENCE ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-04 09:29:46.118000,Esther Leting,,,,,,,,
2869,BUILD AFRICA KENYA,2024,2000,,,,March,1,p,draft,2025-07-04 09:30:57.668000,Esther Leting,,,,,,,,
2870,ACTION AGAINST HUNGER,2024,2000,,,,December,1,p,,2025-07-04 09:39:27.373000,Esther Leting,,,,,,,,
2871,NITUNZE FOUNDATION ,2024,2000,,,,December,1,,,2025-07-04 09:40:41.942000,Esther Leting,,,,,,,,
2872,POLYCOM DEVELOPMENT PROJECT,2024,2000,,,,December,1,1,,2025-07-04 09:58:53.964000,Esther Leting,,,,,,,,
2873,BISHOP DANIEL KITHIA FOUNDATION ,2024,2000,,,,December,1,,,2025-07-04 10:01:11.933000,Esther Leting,,,,,,,,
2874,SUVIA NGWATYO DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-04 10:05:43.788000,Esther Leting,,,,,,,,
2875,KARIMA WOMEN EMPOWERMENT PROGRAMME,2024,2000,,,,December,1,,,2025-07-04 10:11:03.070000,Esther Leting,,,,,,,,
2876,HOSPICE OF TAITA TAVETA,2019-2024,12000,5,,125000,December,6,,waiver ,2025-07-04 10:14:39.596000,Esther Leting,,,,,,,,
2877,DRESS FOR KIDS ORGANIZATION,2024,2000,,,,December,1,,,2025-07-04 10:15:32.311000,Esther Leting,,,,,,,,
2878,DESIRES OF ALL NATIONS MENTORSHIP CENTRE,2024,,,,,,,1,,2025-07-04 10:16:19.835000,Esther Leting,,,,,,,,
2879,WE REACH,2024,,,,,,,1,,2025-07-04 10:17:21.067000,Esther Leting,,,,,,,,
2880,SEER AFRICA,2024,2000,,,,December,1,,,2025-07-04 10:18:27.022000,Esther Leting,,,,,,,,
2881,MAIYAN HERITAGE,2024,2000,,,,December,1,1,,2025-07-04 10:19:36.852000,Esther Leting,,,,,,,,
2882,TOUCHING LIVES KENYA ,2024,2000,,,,December,1,1,,2025-07-04 10:21:23.295000,Esther Leting,,,,,,,,
2883,SOLIDARITY FOR ECO-FRIENDLY EFFORTS-KENYA,2024,p,,,,December,1,,,2025-07-04 10:23:15.222000,Esther Leting,,,,,,,,
2884,CENTER FOR FAMILY HEALTH RESEARCH AND DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-04 10:25:46.689000,Esther Leting,,,,,,,,
2885,ERIKS DEVELOPMENT PARTNERS KENYA ,2023-2024,,,,,,,2,,2025-07-04 10:27:37.448000,Esther Leting,,,,,,,,
2886,AFRICAN DEVELOPMENT SOLUTIONS,2024,2000,,,,December,1,p,,2025-07-04 10:29:43.943000,Esther Leting,,,,,,,,
2887,GARISSA COMMUNITY OF KENYA ,2024,2000,,,,December,1,,,2025-07-04 10:30:44.555000,Esther Leting,,,,,,,,
2888,CENTRAL KENYA DEVELOPMENT NETWORK ,2024,2000,,,,December,1,,,2025-07-04 10:39:45.279000,Esther Leting,,,,,,,,
2889,RURAL AIDS PREVENTION AND DEVELOPMENT ORGANIZATION ,2024,,,,,December,,1,,2025-07-04 10:41:49.287000,Esther Leting,,,,,,,,
2890,AFRICAN SAN DAM FOUNDATION ,2024,2000,,,,March,1,1,,2025-07-04 10:44:53.649000,Esther Leting,,,,,,,,
2891,EQUAL ACCESS INTERNATIONAL -EAST AFRICA,2024,2000,,,,December,1,1,,2025-07-04 10:52:51.150000,Esther Leting,,,,,,,,
2892,JAMII ASILIA CENTER,2021-2024,8000,3,61000,75000,December,4,4,WAIER/REINSTATE,2025-07-04 11:00:39.971000,Esther Leting,,,,,,,,
2893,EQUAL ACCESS INTERNATIONAL- EAST AFRIC A,2024,2000,,,,December,1,1,,2025-07-04 11:10:23.821000,Esther Leting,,,,,,,,
2894,ORPHELINS SANS FRONTIERES,2024,2000,,,,December,1,1,,2025-07-04 11:17:32.369000,Esther Leting,,,,,,,,
2895,NITHAMU INITIATIVE KENYA,2024,2000,,,,March,1,,,2025-07-04 11:25:01.927000,Esther Leting,,,,,,,,
2896,"HEARTFULNESS INSTITUTE,KENYA",2024,2000,,,,December,1,P,,2025-07-04 11:27:26.119000,Esther Leting,,,,,,,,
2897,MARAFIKI COMMUNITY INTERNATIONAL,2024,2000,,,,March,1,1,,2025-07-04 11:38:22.754000,Esther Leting,,,,,,,,
2898,INSTITUTE FOR EDUCATION CIVIC AFFAIRS AND SOCIAL DEVELOPMENT,2024,2000,,,,December,1,,,2025-07-04 11:39:59.667000,Esther Leting,,,,,,,,
2899,SOULSTONE FOUNDATION ,2024,2000,,,,April,1,,,2025-07-04 11:41:39.759000,Esther Leting,,,,,,,,
2900,"AFRICAN CULTURAL CONSERVATION,EDUCATION,CREATIVITY, INNOVATIONS AND RESEARCH FOUNDATION ",2022-2024,6000,2,,50000,December,3,,,2025-07-04 11:43:33.091000,Esther Leting,,,,,,,,
2901,EMPOWER THE WORLD FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-04 11:49:09.680000,Esther Leting,,,,,,,,
2902,CHILDCARE WORLDWIDE-KENYA,2024,2000,,,,December,1,1,,2025-07-04 11:50:35.520000,Esther Leting,,,,,,,,
2903,MEDAIR EAST AFRICA ,2024,2000,,,,December,1,P,DRAFT,2025-07-04 11:54:23.096000,Esther Leting,,,,,,,,
2904,LEONA FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-04 11:56:15.407000,Esther Leting,,,,,,,,
2905,MONTESSORI FOR KENYA ,2024,2000,,,,December,1,I,,2025-07-04 11:57:08.130000,Esther Leting,,,,,,,,
2906,FARMING SYSTEMS KENYA,,,,,,,,,,,,,,,,,,,
2907,FARMING SYSTEMS KENYA ,2024,2000,,,,December,1,1,,2025-07-04 11:58:29.821000,Esther Leting,,,,,,,,
2908,360 CLIMATE INSTITUTE,2024,2000,,,,December,1,,,2025-07-04 12:00:16.454000,Esther Leting,,,,,,,,
2909,THE LOVE BASKET FOUNDATION,2023-2024,4000,,,,December,2,,,2025-07-04 12:01:58.447000,Esther Leting,,,,,,,,
2910,"HOPE FOR ORPHANS,YOUTH AND WIDOWS -KENYA ",2024,2000,,,,December,1,,,2025-07-04 12:03:59.216000,Esther Leting,,,,,,,,
2911,PLATFORM FOR WOMEN IN SMART CLIMATE AGRICULTURE,2024,2000,,,,December,1,,,2025-07-04 12:04:49.727000,Esther Leting,,,,,,,,
2912,PEOPLE FOR DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-04 12:06:51.309000,Esther Leting,,,,,,,,
2913,REGIONALL EDUCATION LEARNING INITIATIVE AFRICA ,2024,2000,,,,December,1,1,,2025-07-04 12:08:09.990000,Esther Leting,,,,,,,,
2914,URBAN RESEARCH AND DEVELOPMENT CENTRE FOR AFRICA ,2024,2000,,,,March,1,p,,2025-07-04 12:09:41.428000,Esther Leting,,,,,,,,
2915,COMMUNITY ASSET BUILDING AND DEVELOPMENT ACTION,2024,2000,,,,March,1,p,,2025-07-04 12:11:30.624000,Esther Leting,,,,,,,,
2916,NIKUMBUKE PROJECT,2024,2000,,,,April,1,1,,2025-07-04 12:14:06.948000,Esther Leting,,,,,,,,
2917,DIAKONIE EMERGENCY AID ,2024,2000,,,,December,1,1,,2025-07-04 12:15:35.582000,Esther Leting,,,,,,,,
2918,PARTNERS FOR HEALTH AND DEVELOPMENT,2024,2000,,,,December,1,1,,2025-07-04 12:16:26.811000,Esther Leting,,,,,,,,
2919,MENTORS INTERNATIONAL KENYA ,2024,2000,,,,December,1,1,,2025-07-04 12:31:50.897000,Esther Leting,,,,,,,,
2920,DARUL KHEIR ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-04 12:36:12.948000,Esther Leting,,,,,,,,
2921,HEATHCARE FOR GENERATIONS(HFG),2024,2000,,,,December,1,p,,2025-07-04 15:06:16.242000,Esther Leting,,,,,,,,
2922,MOUNT KENYA WILDLIFE CONSERVANCY,2024,2000,,,,December,1,1,,2025-07-04 15:07:47.233000,Esther Leting,,,,,,,,
2923,NETWORK TB CHAMPIONIN KENYA ,2024,2000,,,,December,1,1,,2025-07-04 15:09:17.090000,Esther Leting,,,,,,,,
2924,SCALING UP NUTRITIONS CIVIL SOCIETY ALLIANCE ,2024,2000,,,,December,1,1,,2025-07-04 15:10:23.964000,Esther Leting,,,,,,,,
2925,CENTRE FOR RIGHTS EDUCATION AND AWARENESS,2024,2000,,,,December,1,1,,2025-07-04 15:12:42.199000,Esther Leting,,,,,,,,
2926,THE GENDER PLATFORM,2024,2000,,,,December,1,,,2025-07-04 15:17:07.845000,Esther Leting,,,,,,,,
2927,THE YOUTH PARLIAMENT OF KENYA,2024,2000,,,,December,1,,,2025-07-04 15:18:12.096000,Esther Leting,,,,,,,,
2928,INTERNATIONAL COMMITTEE FOR THE DEVELOPMENT OF PEOPLE,2024,2000,,,,,1,p,draft,2025-07-04 15:19:56.579000,Esther Leting,,,,,,,,
2929,SOS -KINDERDORF INTERNATIONAL REGIONAL OFFCE ,2024,2000,,,,December,1,1,,2025-07-04 15:24:17.516000,Esther Leting,,,,,,,,
2930,RAISING NOMADS IMPACT,2024,2000,,,,December,1,1,,2025-07-04 15:33:11.204000,Esther Leting,,,,,,,,
2931,RAISING NOMADS IMPACT,2024,2000,,,,December,1,,,2025-07-04 15:38:54.593000,Esther Leting,,,,,,,,
2932,ASSOCIATION OF CARELEAVERS NETWORK IN AFRICA ,2024,2000,,,,December,1,,,2025-07-04 15:56:20.803000,Esther Leting,,,,,,,,
2933,UTOLD KENYA,2024,2000,,,,December,1,1,,2025-07-04 15:57:40.921000,Esther Leting,,,,,,,,
2934,ENDELEZA UTU KENYA ,2024,2000,,,,December,1,,,2025-07-04 15:58:50.645000,Esther Leting,,,,,,,,
2935,ZOE EMPOWERS KENYA ,2024,2000,,,,December,1,1,,2025-07-04 16:01:19.112000,Esther Leting,,,,,,,,
2936,REFUGEPOINT INTERNATIONAL,2024,2000,,,,December,1,p,,2025-07-09 08:54:47.414000,Esther Leting,,,,,,,,
2937,RURAL INITIATIVE FOR OVERALL DEVELOPMENT ,2024,2000,,,,March,1,,,2025-07-09 08:56:05.125000,Esther Leting,,,,,,,,
2938,OPERATION GIVE &GROW,2024,2000,,,,March,1,1,,2025-07-09 08:57:55.004000,Esther Leting,,,,,,,,
2939,ELINN COMMUNITY CENTRE ,2024,2000,,,,December,1,1,,2025-07-09 08:58:56.726000,Esther Leting,,,,,,,,
2940,INITIATIVE FOR SOLUTIONS AFRICA ,2024,2000,,,,December,1,,,2025-07-09 09:01:09.488000,Esther Leting,,,,,,,,
2941,SHAKILA ABDALA FOUNDATION ,2024,2000,,,,December,1,,,2025-07-09 09:08:21.818000,Esther Leting,,,,,,,,
2942,POLISH HUMANITARIAN ACTION ,2024,2000,,,,December,1,1,,2025-07-09 09:09:19.082000,Esther Leting,,,,,,,,
2943,ASANTE AFRICA FOUNDATION KENYA ,2024,2000,,,,December,1,1,,2025-07-09 09:12:20.233000,Esther Leting,,,,,,,,
2944,GLOBAL ARK INITIATIVE ,2024,2000,,,,December,1,,,2025-07-09 09:13:41.743000,Esther Leting,,,,,,,,
2945,KIIO WAMBUA FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-09 09:15:09.885000,Esther Leting,,,,,,,,
2946,NUTRITION INTERNATIONAL KENYA ,2024,2000,,,,March,1,1,,2025-07-09 09:16:27.929000,Esther Leting,,,,,,,,
2947,POPULATION MEDIA CENTRE ,2024,2000,,,,December,1,p,draft,2025-07-09 09:18:10.712000,Esther Leting,,,,,,,,
2948,KOUNKUEY DESIGN INITIATIVE ,2024,2000,,,,December,1,1,,2025-07-09 09:19:42.767000,Esther Leting,,,,,,,,
2949,MAMA FURAHA MUHOLO FOUNDATION ,2024,,,,,December,,1,,2025-07-09 09:21:30.488000,Esther Leting,,,,,,,,
2950,RIPPLE TECH AND INNOVATION FOR FOOD SECURITY AND RURAL DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-09 09:23:03.832000,Esther Leting,,,,,,,,
2951,MAACS ,,,,,,,,,cheque of 2000,2025-07-09 09:24:24.859000,Esther Leting,,,,,,,,
2952,NEW PAGE WELLNESS AND SOBRIETY CENTER ,2022,p,,,,December,1,,,2025-07-09 09:25:52.295000,Esther Leting,,,,,,,,
2953,COMMUNITY ALLIANCE FOR SUPPORT INITIATIVE,2024,,,,,December,1,,,2025-07-09 09:28:50.701000,Esther Leting,,,,,,,,
2954,UNITED WOMEN EMPOWERMENT PROGRAMME - AFRICA ,2024,2000,,,,December,1,1,,2025-07-09 09:29:42.481000,Esther Leting,,,,,,,,
2955,HEALTH FARMS AFRICA ,2024,2000,,,,December,1,1,,2025-07-09 09:31:08.798000,Esther Leting,,,,,,,,
2956,INTERNATIONAL NGO SAFETY ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-09 09:32:26.759000,Esther Leting,,,,,,,,
2957,HIV/AIDS CONTROL IMPLEMENTATION  GROUP,2024,2000,,,,May,1,,,2025-07-09 09:34:11.270000,Esther Leting,,,,,,,,
2958,LAWYERS FOR ANIMAL PROTECTION ,2024,2000,,,,December,1,,,2025-07-09 09:35:25.907000,Esther Leting,,,,,,,,
2959,NEEDY CANCER HEALTH INITIATIVE,2024,2000,,,,December,1,1,,2025-07-09 09:36:47.083000,Esther Leting,,,,,,,,
2960,NURU KENYA ,2024,2000,,,,December,1,1,,2025-07-09 09:38:34.174000,Esther Leting,,,,,,,,
2961,STOWELINK ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-09 09:40:13.464000,Esther Leting,,,,,,,,
2962,CHARITY PEOPLE,2025,2000,,,,December,1,1,,2025-07-09 09:42:38.568000,Esther Leting,,,,,,,,
2963,BUCKNER KENYA,2024,2000,,,,December,1,1,,2025-07-09 09:43:57.135000,Esther Leting,,,,,,,,
2964,FORUM FOR AFRICAN WOMEN EDUCATIONALISTS KENYA ,2024,2000,,,,December,1,1,,2025-07-09 09:45:47.010000,Esther Leting,,,,,,,,
2965,SEED OF HOPE ,2024,2000,,,,December,1,1,,2025-07-09 09:46:49.812000,Esther Leting,,,,,,,,
2966,,2024,2000,,,,December,1,1,,,,,,,,,,,
2967,VOLUNTEER INTERNATIONAL COMMUNITY DEVELOPMENT AFRICA ,2024,2000,,,,December,1,1,,2025-07-09 10:23:28.061000,Esther Leting,,,,,,,,
2968,PEACEFUL HEART AND MIND CHANGING ORGANIZATION ,2024,2000,,,,March,1,1,,2025-07-09 10:25:25.391000,Esther Leting,,,,,,,,
2969,CANDLE OF HOPE FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-09 10:26:35.711000,Esther Leting,,,,,,,,
2970,UNITED WELFARE DEVELOPMENT PROGRAMME,2024,2000,,,,March,1,1,,2025-07-09 10:28:33.291000,Esther Leting,,,,,,,,
2971,REACH ALTERNATIVES ,2024,2000,,,,March,1,p,,2025-07-09 10:29:53.741000,Esther Leting,,,,,,,,
2972,COALITION FOR PEACE & GENDER CHAMPIONS,2024,2000,,,,December,1,,,2025-07-09 10:30:53.960000,Esther Leting,,,,,,,,
2973,INTERNATIONAL ASSOCIATION OF SOLDERS FOR PEACE,2024,2000,,,,December,1,,,2025-07-09 10:32:45.153000,Esther Leting,,,,,,,,
2974,AFRICAN WOMEN DEVELOPMENT NETWORK ,2024,2000,,,,December,1,,,2025-07-09 10:33:47.250000,Esther Leting,,,,,,,,
2975,SOMALI LIFELINE ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-09 10:34:45.343000,Esther Leting,,,,,,,,
2976,AFRICAN INSTITUTE FOR DEVELOPMENT POLICY,2024,2000,,,,December,1,1,,2025-07-09 10:36:03.263000,Esther Leting,,,,,,,,
2977,SUSTAINABLE APPROACHES FOR COMMUNITIES EMPOWERMENT ,2024,2000,,,,December,1,,,2025-07-09 10:37:11.228000,Esther Leting,,,,,,,,
2978,CHEMICHEMI YA MABADILIKO,2024,2000,,,,December,1,,,2025-07-09 10:39:40.908000,Esther Leting,,,,,,,,
2979,MATONYOK ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-09 10:41:06.643000,Esther Leting,,,,,,,,
2980,ACESS INITIATIVE & DEVELOPMENT  FOR AFRICA ,2024,2000,,,,December,1,,,2025-07-09 11:09:52.083000,Esther Leting,,,,,,,,
2981,RURAL EDUCATION AND AGRICULTURE DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-09 11:11:04.621000,Esther Leting,,,,,,,,
2982,INTERNATIONAL INSTITUTE FOR CLIMATE CHANGE AND GOVERNANCE,2024,2000,,,,March,1,,,2025-07-09 11:12:22.034000,Esther Leting,,,,,,,,
2983,,,,,,,,,,,2025-07-09 11:12:26.600000,Esther Leting,,,,,,,,
2984,CHRISTIAN AID UK/1,2024,2000,,,,March,1,p,,2025-07-09 11:13:35.180000,Esther Leting,,,,,,,,
2985,RURAL EDUCATION AND AGRICULTURE DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-09 11:15:10.253000,Esther Leting,,,,,,,,
2986,DHOBI WOMEN NETWORK,2024,2000,,,,December,1,p,,2025-07-09 11:18:11.713000,Esther Leting,,,,,,,,
2987,ABHA LIGHT FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-09 11:19:45.369000,Esther Leting,,,,,,,,
2988,GO YE  FOUNDATION ,2024,2000,,,,December,1,,,2025-07-09 11:20:56.646000,Esther Leting,,,,,,,,
2989,CENTER FOR CIVILIANS IN CONFLICT KENYA,2024,2000,,,,December,1,p,,2025-07-09 11:22:32.872000,Esther Leting,,,,,,,,
2990,CAMP COUNSELORS AFRICA ,2024,2000,,,,March,1,,,2025-07-09 11:23:32.703000,Esther Leting,,,,,,,,
2991,INITIATIVE FOR SUSTAINABLE COMMUNITY DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-09 11:25:00.035000,Esther Leting,,,,,,,,
2992,PUBLIC INITIATIVE FOR EMPOWERMENT AND DEVELOPMENT INTERNATIONAL,2024,2000,,,,December,1,,,2025-07-09 11:26:42.631000,Esther Leting,,,,,,,,
2993,INTERNATIONAL COUNCIL FOR EDUCATION OF PEOPLE WITH  VISUAL IMPAIRMENT - AFRICA ,2024,2000,,,,December,1,1,,2025-07-09 11:28:05.113000,Esther Leting,,,,,,,,
2994,AFRICAN INSTITUTE FOR HEALTH AND DEVELOPMENT ,2024,2000,,,,December,1,1,,2025-07-09 11:29:33.284000,Esther Leting,,,,,,,,
2995,UNDUGU SOCIETY OF KENYA ,2024,2000,,,,December,1,1,,2025-07-09 11:30:48.550000,Esther Leting,,,,,,,,
2996,HEBREW IMMIGRANT AID SOCIETY ,2024,,,,,December,1,1,,2025-07-09 12:22:37.118000,Esther Leting,,,,,,,,
2997,POPULATION COUNCIL-KENYA,2024,2000,,,,December,1,p,,2025-07-09 12:24:46.867000,Esther Leting,,,,,,,,
2998,HOPE AND HOMES FOR CHILDREN ,2024,,,,,,1,1,,2025-07-09 12:29:02.294000,Esther Leting,,,,,,,,
2999,ACTION NOW KENYA ,2017-2024,14000,7,,175000,December,7,1,waiver,2025-07-09 12:32:33.358000,Esther Leting,,,,,,,,
3000,INTEGRATED COMMUNITY VOLUNTRY DEVELOPMENT OF KENYA ,2024,2000,,,,December,1,,,2025-07-09 12:35:08.913000,Esther Leting,,,,,,,,
3001,CENTRE FOR ADVOCACY OF WOMEN EMPOWERMENT IN KENYA,2024,2000,,,,December,1,,,2025-07-09 12:36:26.618000,Esther Leting,,,,,,,,
3002,HANDICAP INTERNATIONAL FEDERATION,2024,2000,,,,December,1,1,,2025-07-09 12:39:09.151000,Esther Leting,,,,,,,,
3003,FEARLESS AND CHERISHED FOUNDATION ,2024,2000,,,,June,1,,,2025-07-09 12:53:52.926000,Esther Leting,,,,,,,,
3004,CENTRE FOR ADVOCACY AND GENDER EQUITY,2024,2000,,,,December,1,,,2025-07-09 12:55:46.796000,Esther Leting,,,,,,,,
